program,mode,source_path,ir_path,ir_instruction_count,basic_block_count,avg_bb_size,cfg_edge_count,avg_bb_out_degree,loop_count,max_loop_depth,branch_instr_count,branch_density,compute_instr_count,compute_density,load_count,store_count,memory_instr_count,memory_access_density,compute_to_memory_ratio,load_store_ratio,call_instr_count,call_to_bb_ratio,hostcall_count,hostcall_density,alloc_call_count,function_count,opt_loop_ok,opt_loop_note,native_perf_L1_icache_load_misses_median,native_perf_all_loads_retired_median,native_perf_all_stores_retired_median,native_perf_branch_misses_median,native_perf_branches_retired_median,native_perf_conditional_branches_median,native_perf_cpu_cycles_median,native_perf_instructions_retired_median,perf_L1_icache_load_misses_median,perf_all_loads_retired_median,perf_all_stores_retired_median,perf_branch_misses_median,perf_branches_retired_median,perf_conditional_branches_median,perf_cpu_cycles_median,perf_instructions_retired_median,ratio_L1_icache_load_misses_over_native,ratio_all_loads_retired_over_native,ratio_all_stores_retired_over_native,ratio_branch_misses_over_native,ratio_branches_retired_over_native,ratio_conditional_branches_over_native,ratio_cpu_cycles_over_native,ratio_instructions_retired_over_native
llvmss_stanford_intmm,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/IntMM.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_intmm.ll,232,27,8.592592592592593,33,1.2222222222222223,11,3,21,0.09051724137931035,131,0.5646551724137931,17,15,32,0.13793103448275862,4.09375,1.1333333333333333,13,0.48148148148148145,1,0.004310344827586207,0,6,1,,45997.0,1010669.0,175769.0,6741.0,359312.0,214560.0,1901845.0,4704447.0,480356.0,4870357.0,2297238.0,69601.0,4248123.0,731067.0,17418633.0,23354946.0,10.44320281757506,4.818943689773803,13.069642542200274,10.32502596053998,11.822936612192189,3.4072846756152124,9.158807894439347,4.964440241329108
llvmss_stanford_intmm,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/IntMM.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_intmm.ll,232,27,8.592592592592593,33,1.2222222222222223,11,3,21,0.09051724137931035,131,0.5646551724137931,17,15,32,0.13793103448275862,4.09375,1.1333333333333333,13,0.48148148148148145,1,0.004310344827586207,0,6,1,,45997.0,1010669.0,175769.0,6741.0,359312.0,214560.0,1901845.0,4704447.0,529747.0,5352088.0,2537100.0,77948.0,4543294.0,792897.0,19820730.0,25260386.0,11.516990238493815,5.2955893571485815,14.434285909346928,11.563269544577956,12.644426014160395,3.69545581655481,10.421842999823856,5.369469780401395
llvmss_stanford_oscar,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Oscar.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_oscar.ll,642,47,13.659574468085106,62,1.3191489361702127,15,3,38,0.059190031152647975,384,0.5981308411214953,41,27,68,0.1059190031152648,5.647058823529411,1.5185185185185186,52,1.1063829787234043,8,0.012461059190031152,0,10,1,,44490.0,2392433.0,1038250.0,7621.0,658731.0,391878.0,2557350.0,7711194.0,479881.0,8081551.0,3846039.0,60155.0,3749096.0,1369402.0,19050731.0,30540213.0,10.786266576758822,3.377963353623696,3.7043477004575007,7.893321086471592,5.691391478463895,3.494460010513476,7.449403093045535,3.9605037819045923
llvmss_stanford_oscar,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Oscar.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_oscar.ll,642,47,13.659574468085106,62,1.3191489361702127,15,3,38,0.059190031152647975,384,0.5981308411214953,41,27,68,0.1059190031152648,5.647058823529411,1.5185185185185186,52,1.1063829787234043,8,0.012461059190031152,0,10,1,,44490.0,2392433.0,1038250.0,7621.0,658731.0,391878.0,2557350.0,7711194.0,526357.0,8597693.0,4106456.0,65760.0,4070160.0,1437605.0,20734900.0,32611520.0,11.830905821532928,3.5937027285612597,3.955170719961474,8.628788872851333,6.178789217449915,3.6685014213607294,8.107963321406926,4.229114194247998
llvmss_stanford_perm,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Perm.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_perm.ll,89,15,5.933333333333334,13,0.8666666666666667,2,1,8,0.0898876404494382,17,0.19101123595505617,10,34,44,0.4943820224719101,0.38636363636363635,0.29411764705882354,10,0.6666666666666666,2,0.02247191011235955,0,7,1,,52099.0,28033517.0,27940592.0,35282.0,17512163.0,3273574.0,30314833.0,93434488.0,500268.0,77921332.0,57449807.0,80061.0,24565830.0,3952441.0,84945749.0,207112488.0,9.602257241021901,2.7795774607945196,2.0561413659381302,2.269174083101865,1.4027867374235838,1.2073779300544298,2.802118322736596,2.2166599553689426
llvmss_stanford_perm,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Perm.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_perm.ll,89,15,5.933333333333334,13,0.8666666666666667,2,1,8,0.0898876404494382,17,0.19101123595505617,10,34,44,0.4943820224719101,0.38636363636363635,0.29411764705882354,10,0.6666666666666666,2,0.02247191011235955,0,7,1,,52099.0,28033517.0,27940592.0,35282.0,17512163.0,3273574.0,30314833.0,93434488.0,543171.0,78406864.0,57699681.0,88096.0,24866015.0,4013607.0,86104281.0,209056314.0,10.425747135261714,2.7968971570709447,2.065084411955194,2.496910605974718,1.4199282521525183,1.2260627069985282,2.840334993763614,2.237464114963631
llvmss_stanford_puzzle,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Puzzle.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_puzzle.ll,820,181,4.530386740331492,276,1.5248618784530388,17,2,185,0.22560975609756098,344,0.4195121951219512,62,165,227,0.27682926829268295,1.515418502202643,0.37575757575757573,8,0.04419889502762431,4,0.004878048780487805,0,8,1,,70569.0,78039316.0,5617697.0,2111089.0,155311872.0,77472616.0,186626811.0,455109040.0,512409.0,101725509.0,14428516.0,2200310.0,178451754.0,151525555.0,294270614.0,796284262.0,7.261106151426263,1.303516153319437,2.568404098690264,1.0422630215969104,1.1489897823136148,1.95585953880788,1.5767863814594143,1.7496559989228075
llvmss_stanford_puzzle,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Puzzle.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_puzzle.ll,820,181,4.530386740331492,276,1.5248618784530388,17,2,185,0.22560975609756098,344,0.4195121951219512,62,165,227,0.27682926829268295,1.515418502202643,0.37575757575757573,8,0.04419889502762431,4,0.004878048780487805,0,8,1,,70569.0,78039316.0,5617697.0,2111089.0,155311872.0,77472616.0,186626811.0,455109040.0,574927.0,102284875.0,14720180.0,2203924.0,178799428.0,151598650.0,295986145.0,798514352.0,8.14701922940668,1.3106838993822036,2.62032288320285,1.0439749342637852,1.151228336234335,1.9568030334744344,1.585978688774787,1.754556121319849
llvmss_stanford_queens,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Queens.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_queens.ll,157,37,4.243243243243243,49,1.3243243243243243,5,2,31,0.19745222929936307,52,0.33121019108280253,8,17,25,0.1592356687898089,2.08,0.47058823529411764,27,0.7297297297297297,3,0.01910828025477707,0,6,1,,51085.0,15337057.0,15330657.0,9098.0,18344182.0,8396211.0,19739410.0,77066484.0,486538.0,52941133.0,39489954.0,55947.0,29871448.0,4911473.0,70319358.0,188055811.0,9.524087305471273,3.4518443140688593,2.575881385905379,6.1493734886788305,1.628388117823951,0.5849630267748155,3.562383982094703,2.4401763417674536
llvmss_stanford_queens,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Queens.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_queens.ll,157,37,4.243243243243243,49,1.3243243243243243,5,2,31,0.19745222929936307,52,0.33121019108280253,8,17,25,0.1592356687898089,2.08,0.47058823529411764,27,0.7297297297297297,3,0.01910828025477707,0,6,1,,51085.0,15337057.0,15330657.0,9098.0,18344182.0,8396211.0,19739410.0,77066484.0,539920.0,53446042.0,39746886.0,64819.0,30188661.0,4981312.0,72116245.0,190073263.0,10.569051580698835,3.4847651671373456,2.592640745924979,7.124532864365794,1.6456804124599287,0.5932809454169268,3.653414413095427,2.466354414196449
llvmss_stanford_quicksort,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Quicksort.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_quicksort.ll,140,33,4.242424242424242,42,1.2727272727272727,7,3,27,0.19285714285714287,53,0.37857142857142856,9,14,23,0.16428571428571428,2.3043478260869565,0.6428571428571429,5,0.15151515151515152,2,0.014285714285714285,0,6,1,,58575.0,10165692.0,5092124.0,3019340.0,17749872.0,6029154.0,93913816.0,92518605.0,478426.0,14978692.0,7600348.0,2983725.0,23403579.0,6991252.0,115685656.0,108543045.0,8.167750746905677,1.47345522567475,1.4925693089956176,0.9882043757907357,1.3185210011655295,1.159574295166453,1.2318278707788852,1.1732023521106918
llvmss_stanford_quicksort,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Quicksort.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_quicksort.ll,140,33,4.242424242424242,42,1.2727272727272727,7,3,27,0.19285714285714287,53,0.37857142857142856,9,14,23,0.16428571428571428,2.3043478260869565,0.6428571428571429,5,0.15151515151515152,2,0.014285714285714285,0,6,1,,58575.0,10165692.0,5092124.0,3019340.0,17749872.0,6029154.0,93913816.0,92518605.0,539444.0,15494598.0,7867029.0,3015438.0,23719862.0,7057547.0,118084662.0,110598827.0,9.209457959880496,1.5242049434509721,1.5449405788232966,0.9987076645889499,1.3363398902256873,1.1705700335403608,1.2573726319458682,1.1954225531178297
llvmss_stanford_realmm,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/RealMM.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_realmm.ll,151,25,6.04,29,1.16,10,3,19,0.12582781456953643,70,0.46357615894039733,11,11,22,0.1456953642384106,3.1818181818181817,1.0,15,0.6,1,0.006622516556291391,0,6,1,,47273.0,1502983.0,183684.0,7810.0,545006.0,392701.0,2312306.0,4834669.0,475858.0,4873115.0,2271443.0,69684.0,4230810.0,726242.0,17807305.0,23334143.0,10.066168849025871,3.242295488372124,12.366036236144684,8.922407170294495,7.762868665666066,1.8493510329741967,7.701102276255824,4.826419967944031
llvmss_stanford_realmm,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/RealMM.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_realmm.ll,151,25,6.04,29,1.16,10,3,19,0.12582781456953643,70,0.46357615894039733,11,11,22,0.1456953642384106,3.1818181818181817,1.0,15,0.6,1,0.006622516556291391,0,6,1,,47273.0,1502983.0,183684.0,7810.0,545006.0,392701.0,2312306.0,4834669.0,541356.0,5406529.0,2553410.0,80370.0,4565767.0,795229.0,19178549.0,25494358.0,11.451695470987667,3.5971990368487203,13.901101892380392,10.290653008962868,8.377461899502023,2.025024127771511,8.294122404214667,5.273237526705551
llvmss_stanford_towers,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Towers.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_towers.ll,266,61,4.360655737704918,71,1.1639344262295082,4,1,49,0.18421052631578946,81,0.30451127819548873,34,51,85,0.31954887218045114,0.9529411764705883,0.6666666666666666,19,0.3114754098360656,14,0.05263157894736842,0,12,1,,52667.0,28076202.0,27191558.0,37483.0,16147044.0,889994.0,23681526.0,96427376.0,489547.0,43724544.0,35854348.0,115822.0,22561209.0,3180513.0,52287120.0,178084169.0,9.295137372548275,1.557352522253544,1.3185838045764056,3.089987460982312,1.3972346269694935,3.5736342042755345,2.207928661354002,1.8468216847464562
llvmss_stanford_towers,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Towers.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_towers.ll,266,61,4.360655737704918,71,1.1639344262295082,4,1,49,0.18421052631578946,81,0.30451127819548873,34,51,85,0.31954887218045114,0.9529411764705883,0.6666666666666666,19,0.3114754098360656,14,0.05263157894736842,0,12,1,,52667.0,28076202.0,27191558.0,37483.0,16147044.0,889994.0,23681526.0,96427376.0,541752.0,44218046.0,36100641.0,125966.0,22866344.0,3249296.0,53892804.0,180051193.0,10.286365276169137,1.5749297572371077,1.3276415054996114,3.3606168129552065,1.4161318938624308,3.6509189949595164,2.275731893290998,1.8672207050412737
llvmss_stanford_treesort,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Treesort.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_treesort.ll,199,48,4.145833333333333,61,1.2708333333333333,6,2,41,0.20603015075376885,64,0.32160804020100503,18,22,40,0.20100502512562815,1.5999999999999999,0.8181818181818182,16,0.3333333333333333,2,0.010050251256281407,6,8,1,,243311.0,41952812.0,15447585.0,3078548.0,47997083.0,13275988.0,170096779.0,185002219.0,682370.0,42212090.0,18142202.0,2890373.0,37354725.0,15044627.0,158434538.0,170462042.0,2.804517674909889,1.0061802293491078,1.174436133544499,0.938875404898673,0.7782707336610435,1.133220894746214,0.9314376141126106,0.9214053913591166
llvmss_stanford_treesort,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Treesort.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_treesort.ll,199,48,4.145833333333333,61,1.2708333333333333,6,2,41,0.20603015075376885,64,0.32160804020100503,18,22,40,0.20100502512562815,1.5999999999999999,0.8181818181818182,16,0.3333333333333333,2,0.010050251256281407,6,8,1,,243311.0,41952812.0,15447585.0,3078548.0,47997083.0,13275988.0,170096779.0,185002219.0,722592.0,42821291.0,18451472.0,2918095.0,37712908.0,15118384.0,161531569.0,172853666.0,2.9698287377060635,1.0207013298655643,1.1944567387070535,0.9478802994138795,0.7857333330027577,1.1387765641246437,0.9496450782292591,0.9343329335957857
